content_ko	content_en
가장 좋아하는 소리는 무엇인가요? 미치게 하는 소리는 무엇인가요?	What is your favorite sound? What sound drives you insane?
꿈의 차가 있나요? 없다면 당신을 위해 설계된 차는 어떤 모습일까요?	Do you have a dream car? If not, what would a car specifically designed for you be like?
어떤 성격 특성은 적당하면 좋지만 과하면 안 좋은가요?	Which character trait is good until someone exhibits too much of it?
사람들을 기분 좋게 만드는 데 능숙한가요? 그렇다면 어떻게 합니까?	Are you good at cheering people up? If so, how do you do it?
어렸을 때 알았으면 좋았을 것은 무엇인가요?	What's one thing you wish you had known as a child?
자라난 동네에 대해 좋아했던 점은 무엇인가요?	What did you like about the neighborhood where you grew up?
세상에서 아이를 가지는 것의 가장 좋은 점은 무엇인가요?	What do you think in our world would be the best part of having kids?
언제 다른 사람들과 가장 연결된다고 느끼나요?	When do you feel most connected to others?
가장 좋아하는 역사적 인물은 누구인가요?	Who is your favorite historical figure?
다른 사람과 함께 배우면서 가장 재미있었던 것은 무엇인가요?	What thing did you have the most fun learning with someone else?
10살 때 되고 싶었던 것은 무엇인가요?	What did you want to be when you were 10 years old?
들어보고 싶은 대화는 무엇인가요?	What conversation would you like to have listened in on?
일어나자마자 가장 자주 하는 첫 번째 생각은 무엇인가요?	What's your most common first thought when you wake up?
어렸을 때 침대 아래에 괴물이 있다고 무서워했던 적이 있나요?	Were you scared there was a monster under your bed when you were little?
참여했던 가장 큰 소동은 무엇인가요?	What was the biggest fiasco you participated in?
다음 큰 구매는 무엇이 될 것 같나요?	What will your next big purchase be?
정기적으로 인용하는 영화는 무엇인가요?	What movie do you quote from regularly?
스타일을 마지막으로 바꾼 때는 언제였나요? 왜 바꿨나요?	When was the last time you changed your style? Why?
할머니에 대한 최고의 기억은 무엇인가요?	What's one of your best memories of one of your grandmothers?
가장 좋아하는 휴일 기억은 무엇인가요?	What's your favorite holiday memory?
언제 가장 살아있는 느낌이 드나요?	When do you feel most alive?
무언가에 엄청 늦었던 적이 있나요? 보통 시간을 잘 지키는 사람인가요?	When were you horribly late to something? Are you normally a punctual person?
당신의 삶에서 최고의 해 중 하나는 언제였나요?	What was one of the best years of your life?
기술에 대해 싫어하는 한 가지는 무엇인가요? 기술에 대해 좋아하는 한 가지는 무엇인가요?	What's one thing you hate about technology? What's one thing you love about technology?
누군가가 완전히 당신의 존경을 잃게 만드는 것은 무엇인가요?	How can someone completely lose your respect?
가장 좋아하는 아이스크림 토핑은 무엇인가요?	What is your favorite ice cream topping?
오랜 시간 동안 가장 스트레스를 받은 상황은 무엇인가요?	What has been one of the most stressful situations for you over the years?
작은 대화를 어떻게 접근합니까? 작은 대화를 잘한다고 생각하십니까?	How do you approach small talk? Would you say you're good at it?
초자연적 현상(유령, UFO 등)을 믿습니까? 유령이 나오는 장소에 대해 어떻게 생각합니까?	Do you believe in the supernatural (ghosts, UFOs, etc.)? How do you feel about haunted places?
가장 화나게 만드는 사람은 누구인가요?	Who pushes your buttons the most?
현재 가장 중요한 일에 어떻게 발을 들이게 되었나요?	How did you get started in your current, most important endeavor?
누군가가 당신을 위해 싸우거나 당신을 위해 일어섰던 적이 있나요?	When did someone stand up for you or fight for you?
당신의 성격 특성 중 가장 문제가 되는 것은 무엇인가요?	WHich of your personality traits gets you in the most trouble?
얼마나 자주 지루함을 느끼나요? 보통 어떻게 대처하나요?	How often do you feel bored? What do you usually do about it?
지난 5년 동안 갔던 좋은 휴가는 무엇인가요?	What was a great vacation you went on in the last 5 years?
대부분의 사람들이 해본 적 없는 일을 해본 적이 있나요?	What have you done that most people haven't?
우리만 사용할 수 있는 것을 발명할 수 있다면 무엇을 만들겠습니까?	If you could invent something that only we could use, what would it be?
얼마나 집에 있는 것을 좋아합니까? 얼마나 자주 외출하고 싶습니까?	"How much of a ""homebody"" are you? How often do you want to have a night out?"
다른 사람 때문에 창피했던 적은 언제인가요?	When were you embarrassed for someone else?
우연히 만난 일이 당신의 삶을 영원히 바꾼 적은 언제인가요?	What chance encounter changed your life forever?
오래 이야기할 수 있는 주제는 무엇인가요?	What topic could you spend hours talking about?
이상하게 먹는 음식은 무엇인가요? 맛있지만 먹기 힘든 음식은 무엇인가요?	What food do you eat in a weird way? What food is delicious but a pain to eat?
가장 평화로웠던 시기는 언제였나요?	When was the most peaceful time in your life?
가장 싫어하는 보드 게임이나 비디오 게임은 무엇인가요?	What board game or video game do you hate?
자신감이 더 있기를 바라나요? 그렇다면 왜 그렇습니까? 아니면 왜 그렇지 않습니까?	Do you wish you were more confident? Why or why not?
가장 좋아하는 패스트푸드 레스토랑은 어디인가요? 가장 싫어하는 곳은 어디인가요?	Which fast food restaurant is the best? Which one is the worst?
무언가가 자신에게 맞지 않다는 것을 언제 깨달았나요?	When did you realize something wasn't for you?
일출, 일몰, 또는 밤하늘 중 무엇을 보고 싶습니까?	Would you rather watch the sunrise, sunset, or night sky?
당신의 삶에서 가장 행복한 날은 언제였나요?	What was the happiest day of your life?
팀 플레이어인가요 아니면 혼자 일하는 편인가요?	Are you a team player or more of a lone wolf?
패션 감각이 있나요? 당신의 스타일을 어떻게 설명하시겠습니까?	How fashionable are you? How would you describe your style?
부모님에게 거짓말을 한 적이 있습니까? 만약 그렇다면 무엇에 대해 거짓말했나요? 들키지 않았나요?	Have you ever lied to your parents? If so, what about? Did you get away with it?
가장 최악의 시기는 무엇이었나요?	What was the worst phase you went through?
가장 무서운 동물은 무엇인가요?	Which animal scares you the most?
당신이 아는 가장 행복한 사람은 누구인가요? 어떻게 알 수 있나요?	Who is the happiest person you know? How can you tell?
항상 좋은 생각 같지만 드물게 좋은 생각인 것은 무엇인가요?	What always sounds like a good idea at the time but rarely is?
다른 사람들이 당신에 대해 어떻게 생각하는지 얼마나 신경 쓰나요?	How much do you care about what others think of you?
그만두었지만 후회하는 것은 무엇인가요?	What did you quit but wish you didn't?
마음에 특별한 자리를 차지하고 있는 TV 쇼는 무엇인가요? 왜요?	What TV show has a special place in your heart? Why?
대부분의 사람들이 즐기는 것을 강하게 싫어하는 것은 무엇인가요?	What do you strongly dislike even though most people enjoy it?
당신이 성숙해지는 데 도움을 준 사건은 무엇인가요?	What event helped you mature as a person?
